,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,MSRPbinned,wheels-awd,wheels-4wd,wheels-fwd,wheels-rwd
8963,GMC,Safari,2005,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Large,Passenger Minivan,20,14,549,24430,Cheap,0,0,0,1
8964,GMC,Safari,2005,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Large,Passenger Minivan,16,12,549,26430,Cheap,1,0,0,0
8965,Suzuki,Samurai,1993,regular unleaded,66.0,4.0,MANUAL,2.0,Compact,Convertible SUV,26,24,481,2000,Cheap,0,1,0,0
8966,Suzuki,Samurai,1993,regular unleaded,66.0,4.0,MANUAL,2.0,Compact,Convertible SUV,26,24,481,2000,Cheap,0,0,0,1
8967,Suzuki,Samurai,1994,regular unleaded,66.0,4.0,MANUAL,2.0,Compact,Convertible SUV,26,24,481,2000,Cheap,0,1,0,0
8968,Suzuki,Samurai,1995,regular unleaded,66.0,4.0,MANUAL,2.0,Compact,Convertible SUV,26,24,481,2000,Cheap,0,1,0,0
8971,Hyundai,Santa Fe Sport,2015,regular unleaded,190.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,27,20,1439,24950,Cheap,0,0,1,0
8972,Hyundai,Santa Fe Sport,2015,regular unleaded,190.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,25,19,1439,26700,Cheap,1,0,0,0
8975,Hyundai,Santa Fe Sport,2016,regular unleaded,265.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,24,18,1439,33000,Cheap,1,0,0,0
8976,Hyundai,Santa Fe Sport,2016,regular unleaded,190.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,27,20,1439,24950,Cheap,0,0,1,0
8977,Hyundai,Santa Fe Sport,2016,regular unleaded,190.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,25,19,1439,26700,Cheap,1,0,0,0
8978,Hyundai,Santa Fe Sport,2016,regular unleaded,265.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,27,19,1439,31250,Cheap,0,0,1,0
8979,Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,26,19,1439,33450,Cheap,1,0,0,0
8980,Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,20,1439,31700,Cheap,0,0,1,0
8981,Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,24,19,1439,38250,Cheap,1,0,0,0
8982,Hyundai,Santa Fe Sport,2017,regular unleaded,190.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,27,21,1439,25350,Cheap,0,0,1,0
8983,Hyundai,Santa Fe Sport,2017,regular unleaded,190.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,26,20,1439,27100,Cheap,1,0,0,0
8984,Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,27,20,1439,36500,Cheap,0,0,1,0
8985,Hyundai,Santa Fe,2015,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,25,18,1439,30150,Cheap,0,0,1,0
8987,Hyundai,Santa Fe,2015,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,24,18,1439,31900,Cheap,1,0,0,0
8991,Hyundai,Santa Fe,2016,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,24,18,1439,32150,Cheap,1,0,0,0
8992,Hyundai,Santa Fe,2016,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,25,18,1439,30400,Cheap,0,0,1,0
8993,Hyundai,Santa Fe,2016,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,24,18,1439,36250,Cheap,1,0,0,0
8994,Hyundai,Santa Fe,2016,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,25,18,1439,34500,Cheap,0,0,1,0
8995,Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,22,17,1439,36700,Cheap,1,0,0,0
8996,Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,23,17,1439,38700,Cheap,0,0,1,0
8997,Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,22,17,1439,40450,Cheap,1,0,0,0
8998,Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,23,17,1439,34950,Cheap,0,0,1,0
8999,Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,22,17,1439,41150,Cheap,1,0,0,0
9000,Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,25,18,1439,30800,Cheap,0,0,1,0
9001,Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,24,18,1439,32550,Cheap,1,0,0,0
9002,Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,23,17,1439,39400,Cheap,0,0,1,0
9003,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Cargo Van,17,11,549,29215,Cheap,0,0,0,1
9004,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,3.0,Midsize,Cargo Van,17,13,549,32760,Cheap,1,0,0,0
9005,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Large,Cargo Van,17,11,549,33420,Cheap,0,0,0,1
9006,GMC,Savana Cargo,2014,regular unleaded,195.0,6.0,AUTOMATIC,3.0,Midsize,Cargo Van,19,14,549,27710,Cheap,0,0,0,1
9007,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Cargo Van,17,11,549,32535,Cheap,0,0,0,1
9008,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Large,Cargo Van,17,11,549,31075,Cheap,0,0,0,1
9009,GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Cargo Van,17,11,549,32875,Cheap,0,0,0,1
9010,GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Large,Cargo Van,17,11,549,31415,Cheap,0,0,0,1
9011,GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Cargo Van,17,11,549,29555,Cheap,0,0,0,1
9012,GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Large,Cargo Van,17,11,549,33760,Cheap,0,0,0,1
9013,GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Large,Cargo Van,16,11,549,32455,Cheap,0,0,0,1
9014,GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Cargo Van,16,11,549,33915,Cheap,0,0,0,1
9015,GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Large,Cargo Van,16,11,549,34800,Cheap,0,0,0,1
9016,GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Cargo Van,16,11,549,30595,Cheap,0,0,0,1
9017,GMC,Savana,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,3.0,Midsize,Passenger Van,17,13,549,30970,Cheap,0,0,0,1
9018,GMC,Savana,2014,flex-fuel (unleaded/E85),280.0,8.0,AUTOMATIC,3.0,Large,Passenger Van,17,11,549,36030,Cheap,0,0,0,1
9019,GMC,Savana,2014,flex-fuel (unleaded/E85),280.0,8.0,AUTOMATIC,3.0,Midsize,Passenger Van,17,11,549,31865,Cheap,0,0,0,1
9020,GMC,Savana,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,3.0,Midsize,Passenger Van,17,13,549,34525,Cheap,1,0,0,0
9021,GMC,Savana,2014,flex-fuel (unleaded/E85),280.0,8.0,AUTOMATIC,3.0,Midsize,Passenger Van,17,11,549,34160,Cheap,0,0,0,1
9022,GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Large,Passenger Van,17,11,549,36355,Cheap,0,0,0,1
9023,GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Passenger Van,17,11,549,34015,Cheap,0,0,0,1
9024,GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Passenger Van,17,11,549,35915,Cheap,0,0,0,1
9025,GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Large,Passenger Van,17,11,549,36700,Cheap,0,0,0,1
9026,GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Passenger Van,17,11,549,32190,Cheap,0,0,0,1
9027,GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Passenger Van,17,11,549,34485,Cheap,0,0,0,1
9028,GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Passenger Van,16,11,549,32990,Cheap,0,0,0,1
9029,GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Large,Passenger Van,16,11,549,37155,Cheap,0,0,0,1
9030,GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Large,Passenger Van,16,11,549,37500,Cheap,0,0,0,1
9031,GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Passenger Van,16,11,549,35285,Cheap,0,0,0,1
9032,GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Passenger Van,16,11,549,36715,Cheap,0,0,0,1
9033,GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,3.0,Midsize,Passenger Van,16,11,549,34815,Cheap,0,0,0,1
9034,Lexus,SC 300,1998,regular unleaded,225.0,6.0,AUTOMATIC,2.0,Midsize,Coupe,22,17,454,3211,Cheap,0,0,0,1
9035,Lexus,SC 300,1999,regular unleaded,225.0,6.0,AUTOMATIC,2.0,Midsize,Coupe,22,17,454,3665,Cheap,0,0,0,1
9036,Lexus,SC 300,2000,regular unleaded,225.0,6.0,AUTOMATIC,2.0,Midsize,Coupe,22,17,454,4024,Cheap,0,0,0,1
9037,Lexus,SC 400,1998,regular unleaded,290.0,8.0,AUTOMATIC,2.0,Midsize,Coupe,23,17,454,3442,Cheap,0,0,0,1
9038,Lexus,SC 400,1999,regular unleaded,290.0,8.0,AUTOMATIC,2.0,Midsize,Coupe,23,16,454,4031,Cheap,0,0,0,1
9039,Lexus,SC 400,2000,regular unleaded,290.0,8.0,AUTOMATIC,2.0,Midsize,Coupe,23,16,454,4404,Cheap,0,0,0,1
9040,Lexus,SC 430,2008,premium unleaded (required),288.0,8.0,AUTOMATIC,2.0,Compact,Convertible,23,16,454,66355,Cheap,0,0,0,1
9041,Lexus,SC 430,2009,premium unleaded (required),288.0,8.0,AUTOMATIC,2.0,Compact,Convertible,23,16,454,66805,Cheap,0,0,0,1
9042,Lexus,SC 430,2010,premium unleaded (required),288.0,8.0,AUTOMATIC,2.0,Compact,Convertible,23,16,454,68405,Cheap,0,0,0,1
9044,Hyundai,Scoupe,1993,regular unleaded,115.0,4.0,MANUAL,2.0,Compact,Coupe,29,23,1439,2000,Cheap,0,0,1,0
9047,Hyundai,Scoupe,1994,regular unleaded,115.0,4.0,MANUAL,2.0,Compact,Coupe,29,23,1439,2000,Cheap,0,0,1,0
9049,Hyundai,Scoupe,1995,regular unleaded,115.0,4.0,MANUAL,2.0,Compact,Coupe,30,23,1439,2000,Cheap,0,0,1,0
9052,Chrysler,Sebring,2008,regular unleaded,235.0,6.0,AUTOMATIC,2.0,Midsize,Convertible,26,16,1013,32715,Cheap,0,0,1,0
9053,Chrysler,Sebring,2008,regular unleaded,173.0,4.0,AUTOMATIC,2.0,Midsize,Convertible,30,21,1013,26600,Cheap,0,0,1,0
9054,Chrysler,Sebring,2008,regular unleaded,173.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,30,21,1013,24415,Cheap,0,0,1,0
9055,Chrysler,Sebring,2008,regular unleaded,173.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,30,21,1013,20865,Cheap,0,0,1,0
9056,Chrysler,Sebring,2008,regular unleaded,173.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,30,21,1013,19840,Cheap,0,0,1,0
9057,Chrysler,Sebring,2008,regular unleaded,235.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,24,15,1013,28415,Cheap,1,0,0,0
9058,Chrysler,Sebring,2008,flex-fuel (unleaded/E85),186.0,6.0,AUTOMATIC,2.0,Midsize,Convertible,26,18,1013,29275,Cheap,0,0,1,0
9059,Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,30,21,1013,25920,Cheap,0,0,1,0
9060,Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,30,21,1013,20915,Cheap,0,0,1,0
9061,Chrysler,Sebring,2009,flex-fuel (unleaded/E85),186.0,6.0,AUTOMATIC,2.0,Midsize,Convertible,26,18,1013,30270,Cheap,0,0,1,0
9062,Chrysler,Sebring,2009,regular unleaded,235.0,6.0,AUTOMATIC,2.0,Midsize,Convertible,27,16,1013,35125,Cheap,0,0,1,0
9063,Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,30,21,1013,20515,Cheap,0,0,1,0
9064,Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,2.0,Midsize,Convertible,29,20,1013,27790,Cheap,0,0,1,0
9065,Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,30,21,1013,21810,Cheap,0,0,1,0
9066,Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,30,21,1013,23040,Cheap,0,0,1,0
9067,Chrysler,Sebring,2010,regular unleaded,235.0,6.0,AUTOMATIC,2.0,Midsize,Convertible,27,16,1013,32710,Cheap,0,0,1,0
9068,Chrysler,Sebring,2010,regular unleaded,173.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,30,21,1013,22115,Cheap,0,0,1,0
9069,Chrysler,Sebring,2010,flex-fuel (unleaded/E85),186.0,6.0,AUTOMATIC,2.0,Midsize,Convertible,26,18,1013,29210,Cheap,0,0,1,0
9070,Chrysler,Sebring,2010,regular unleaded,173.0,4.0,AUTOMATIC,2.0,Midsize,Convertible,29,20,1013,27850,Cheap,0,0,1,0
9071,Chrysler,Sebring,2010,regular unleaded,173.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,30,21,1013,20120,Cheap,0,0,1,0
9072,Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,25,18,1720,36300,Cheap,0,0,1,0
9073,Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,18,1720,26100,Cheap,0,0,1,0
9074,Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,18,1720,32300,Cheap,0,0,1,0
9075,Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,22,17,1720,39700,Cheap,0,0,1,0
9076,Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,18,1720,28300,Cheap,0,0,1,0
9077,Kia,Sedona,2016,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,18,1720,28500,Cheap,0,0,1,0
9078,Kia,Sedona,2016,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,18,1720,26400,Cheap,0,0,1,0
9079,Kia,Sedona,2016,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,22,17,1720,39900,Cheap,0,0,1,0
9080,Kia,Sedona,2016,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,18,1720,32700,Cheap,0,0,1,0
9081,Kia,Sedona,2016,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,25,18,1720,36400,Cheap,0,0,1,0
9082,Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,22,17,1720,41900,Cheap,0,0,1,0
9083,Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,18,1720,28850,Cheap,0,0,1,0
9084,Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,18,1720,33600,Cheap,0,0,1,0
9085,Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,25,18,1720,36900,Cheap,0,0,1,0
9086,Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,18,1720,26800,Cheap,0,0,1,0
9087,Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,39,30,2009,20720,Cheap,0,0,1,0
9088,Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,40,30,2009,17780,Cheap,0,0,1,0
9089,Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,39,30,2009,18350,Cheap,0,0,1,0
9090,Nissan,Sentra,2015,regular unleaded,130.0,4.0,MANUAL,4.0,Midsize,Sedan,36,27,2009,16530,Cheap,0,0,1,0
9091,Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,39,30,2009,17380,Cheap,0,0,1,0
9092,Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,39,30,2009,19960,Cheap,0,0,1,0
9093,Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,38,29,2009,22170,Cheap,0,0,1,0
9094,Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,38,29,2009,20410,Cheap,0,0,1,0
9095,Nissan,Sentra,2016,regular unleaded,130.0,4.0,MANUAL,4.0,Midsize,Sedan,36,27,2009,16780,Cheap,0,0,1,0
9096,Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,38,29,2009,18550,Cheap,0,0,1,0
9097,Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,40,30,2009,18160,Cheap,0,0,1,0
9098,Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,38,29,2009,17760,Cheap,0,0,1,0
9099,Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,37,29,2009,21500,Cheap,0,0,1,0
9100,Nissan,Sentra,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,33,27,2009,21990,Cheap,0,0,1,0
9101,Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,37,29,2009,18790,Cheap,0,0,1,0
9102,Nissan,Sentra,2017,regular unleaded,130.0,4.0,MANUAL,4.0,Midsize,Sedan,35,27,2009,16990,Cheap,0,0,1,0
9103,Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,37,29,2009,19990,Cheap,0,0,1,0
9104,Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,37,29,2009,17990,Cheap,0,0,1,0
9105,Nissan,Sentra,2017,premium unleaded (recommended),188.0,4.0,MANUAL,4.0,Midsize,Sedan,32,26,2009,21990,Cheap,0,0,1,0
9110,Kia,Sephia,2001,regular unleaded,125.0,4.0,MANUAL,4.0,Compact,Sedan,28,22,1720,10845,Cheap,0,0,1,0
9111,Kia,Sephia,2001,regular unleaded,125.0,4.0,MANUAL,4.0,Compact,Sedan,28,22,1720,12445,Cheap,0,0,1,0
9112,Kia,Sephia,2001,regular unleaded,125.0,4.0,AUTOMATIC,4.0,Compact,Sedan,28,19,1720,11820,Cheap,0,0,1,0
9113,Kia,Sephia,2001,regular unleaded,125.0,4.0,AUTOMATIC,4.0,Compact,Sedan,28,19,1720,13420,Cheap,0,0,1,0
9114,Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,64320,Cheap,0,1,0,0
9115,Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,47620,Cheap,0,1,0,0
9116,Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,56580,Cheap,0,1,0,0
9117,Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,61095,Cheap,0,0,0,1
9118,Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,47620,Cheap,0,1,0,0
9119,Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,53355,Cheap,0,0,0,1
9120,Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,56580,Cheap,0,1,0,0
9121,Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,64320,Cheap,0,1,0,0
9122,Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,44395,Cheap,0,0,0,1
9123,Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,61855,Cheap,0,0,0,1
9124,Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,57340,Cheap,0,1,0,0
9125,Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,45325,Cheap,0,0,0,1
9126,Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,65080,Cheap,0,1,0,0
9127,Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,65080,Cheap,0,1,0,0
9128,Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,57340,Cheap,0,1,0,0
9129,Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,48550,Cheap,0,1,0,0
9130,Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,54115,Cheap,0,0,0,1
9131,Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,48550,Cheap,0,1,0,0
9132,Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,48685,Cheap,0,1,0,0
9133,Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,65215,Cheap,0,1,0,0
9134,Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,45460,Cheap,0,0,0,1
9135,Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,57475,Cheap,0,1,0,0
9136,Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,57475,Cheap,0,1,0,0
9137,Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,54250,Cheap,0,0,0,1
9138,Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,48685,Cheap,0,1,0,0
9139,Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,65215,Cheap,0,1,0,0
9140,Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,4.0,Large,4dr SUV,17,13,2031,61990,Cheap,0,0,0,1
9141,Cadillac,Seville,2002,regular unleaded,275.0,8.0,AUTOMATIC,4.0,Large,Sedan,25,16,1624,44399,Cheap,0,0,1,0
9142,Cadillac,Seville,2002,regular unleaded,300.0,8.0,AUTOMATIC,4.0,Large,Sedan,25,16,1624,49705,Cheap,0,0,1,0
9143,Cadillac,Seville,2003,regular unleaded,300.0,8.0,AUTOMATIC,4.0,Large,Sedan,25,16,1624,51650,Cheap,0,0,1,0
9144,Cadillac,Seville,2003,regular unleaded,275.0,8.0,AUTOMATIC,4.0,Large,Sedan,25,16,1624,45535,Cheap,0,0,1,0
9145,Cadillac,Seville,2004,regular unleaded,275.0,8.0,AUTOMATIC,4.0,Large,Sedan,24,16,1624,45975,Cheap,0,0,1,0
9148,Dodge,Shadow,1992,regular unleaded,152.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,24,18,1851,2000,Cheap,0,0,1,0
9153,Dodge,Shadow,1992,regular unleaded,100.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,29,20,1851,2000,Cheap,0,0,1,0
9154,Dodge,Shadow,1992,regular unleaded,152.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,24,18,1851,2000,Cheap,0,0,1,0
9157,Dodge,Shadow,1992,regular unleaded,100.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,29,20,1851,2000,Cheap,0,0,1,0
9158,Dodge,Shadow,1993,regular unleaded,93.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,29,23,1851,2000,Cheap,0,0,1,0
9159,Dodge,Shadow,1993,regular unleaded,93.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,29,23,1851,2000,Cheap,0,0,1,0
9160,Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,29,22,1851,2000,Cheap,0,0,1,0
9162,Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,29,22,1851,2000,Cheap,0,0,1,0
